,close,returns,volatility_21d,volatility_regime,price_vs_ma_50,price_vs_ma_200,momentum_10,momentum_20,market_phase
2021-05-03,108.70859696065848,-0.00022822085696494465,0.19784496090540274,Medium,-2.9414181559740182,2.6812795169240733,-5.4872423235323815,-1.4684004779430104,Bear
2021-05-04,109.63969113025061,0.008565046331423964,0.20031362379802825,Medium,-2.0685900526692946,3.4700472664865423,-4.2898047206757495,-1.7599966329096106,Bear
2021-05-05,111.1652407284687,0.01391420919277997,0.20221634340193753,Medium,-0.6806391758163,4.804085244591083,-1.3837367087880414,-1.6449071030734452,Bear
2021-05-06,113.69025456204358,0.02271405897228651,0.21288235237006353,Medium,1.5841836398121645,7.052663791493985,2.363871492781544,1.2948709019078741,Sideways
2021-05-07,114.0939252646458,0.003550618337140987,0.2114306715648825,Medium,1.9604887010581162,7.28999925754128,3.272524368876284,3.375870396422087,Sideways
2021-05-08,112.37960981974182,-0.015025475203237715,0.20980218214644927,Medium,0.48157011442051534,5.553083520592006,0.21326202748186418,2.785317576783952,Recovery
2021-05-09,111.67453097397926,-0.006274081631832629,0.20815453415997792,Medium,-0.11155895109011826,4.780445873915462,-1.3638179998957778,2.3510861666864225,Recovery
2021-05-10,110.93671365132931,-0.006606854008832652,0.20961287740382165,Medium,-0.7468139082381975,3.986285939748657,-1.564701811016822,1.4516198398582647,Recovery
2021-05-11,110.53526286121176,-0.0036187369979184814,0.2101176501674841,Medium,-1.0902778009632796,3.517736962924478,-0.584621498914828,-0.6083846956003836,Recovery
2021-05-12,111.91866646406598,0.012515495662150933,0.2062122513039207,Medium,0.13935177667709908,4.709968237037576,2.9294162729274875,-0.8966942194266636,Recovery
2021-05-13,112.79169146565113,0.007800530770847303,0.20079030837892875,Medium,0.9213397655760236,5.4148617319012216,3.7559996349417535,-1.9373434902308695,Recovery
2021-05-14,112.09695717672375,-0.006159445610751768,0.19008040732621004,Medium,0.33380753861516066,4.656529324015657,2.2412194171123057,-2.1447292399194184,Bear
2021-05-15,111.67435700893373,-0.003769952177415381,0.1900285527605832,Medium,0.00398501561595932,4.153031413485397,0.45798153912928186,-0.9320924283351517,Bear
2021-05-16,111.36362677129652,-0.002782467219509921,0.18240813455009094,Medium,-0.23227933865788142,3.7609352254391215,-2.0464619414475416,0.2690338208894971,Sideways
2021-05-17,109.14384933767592,-0.019932697039216296,0.18831305526269368,Medium,-2.1780440051786365,1.6149513453268982,-4.338597270177158,-1.2080545542348164,Bear
2021-05-18,109.92703318636079,0.007175703014301815,0.18948871058772385,Medium,-1.461780381505473,2.267723883356987,-2.182403584880732,-1.9737957955318186,Bear
2021-05-19,110.92137971417831,0.00904551409235066,0.18449437633716373,Medium,-0.5704974841923671,3.1060204478459363,-0.674416317876847,-2.0290365066351845,Bear
2021-05-20,112.04066856403406,0.010090830575132825,0.18482907884215996,Medium,0.43502394713816894,4.0461026088238095,0.9951213411409032,-0.5851511515225671,Bear
2021-05-21,111.89032387760683,-0.0013418760201462376,0.18425332007464978,Medium,0.3327220281088117,3.8095828066159187,1.2259083493531664,0.6341199266710396,Sideways
2021-05-22,110.03942942116988,-0.01654204217392008,0.18733144963112733,Medium,-1.2630798580153813,2.004759161776004,-1.6791095732895167,1.2011185905577593,Sideways
2021-05-23,108.29190046372982,-0.01588093437627247,0.17940754404933001,Medium,-2.7605223647784616,0.31746333891975453,-3.98947027343024,-0.38331512739463447,Bear
2021-05-24,106.45004170232171,-0.017008278121640297,0.18869610580719345,Medium,-4.351950532185899,-1.4401803219373899,-5.037527883562021,-2.909210519518546,Bear
2021-05-25,107.01412552420707,0.005299047448593441,0.1869561148136132,Medium,-3.7954757993986177,-0.971263531445199,-4.1730542351399835,-3.734184514025485,Bear
2021-05-26,108.47861296472045,0.013684991895599019,0.18672591016119938,Medium,-2.4470685021504957,0.32450471393543623,-2.5906248657839748,-4.584070655307581,Bear
2021-05-27,109.77580643745081,0.01195805732833466,0.1726281330952936,Low,-1.2490711354068318,1.454837834477507,0.5790130214481604,-3.7847052918715263,Bear
2021-05-28,109.29793896354978,-0.0043531219620173145,0.17182003680376903,Low,-1.6096399258732186,0.9462769240225599,-0.5722834543751332,-2.7421975046319047,Bear
2021-05-29,107.63944052370319,-0.015174105345204136,0.17196286138690473,Low,-2.9993977926559556,-0.6344370510139807,-2.9587976627517776,-3.613259366378063,Bear
2021-05-30,106.53117653719863,-0.010296077173129747,0.17377901387272737,Low,-3.8970572710011253,-1.6933621039550428,-4.9174037404878685,-3.971216533398625,Bear
2021-05-31,105.84921004581177,-0.0064015672552788505,0.1737146480180805,Low,-4.424781434644154,-2.3441583573244995,-5.3991387480504915,-4.239418891402835,Bear
2021-06-01,105.26838107593866,-0.005487324559358742,0.1740305302943497,Low,-4.864443249211792,-2.8983989213664296,-4.3357625265124655,-5.94206989614422,Bear
2021-06-02,106.8639076169046,0.01515675005788264,0.17707091085121607,Low,-3.3619778564797143,-1.4553713953126102,-1.3186515710872593,-5.25551463207885,Bear
2021-06-03,109.07656621209678,0.020705387296189093,0.19127174944858372,Medium,-1.3159415767824645,0.537057820036102,2.4673776240688783,-2.6944450952983923,Bear
2021-06-04,107.80522863563942,-0.011655460202013246,0.19387960208478328,Medium,-2.3739537713179493,-0.6803831652013148,0.7392511105960509,-3.4646524743229823,Bear
2021-06-05,107.18391248210966,-0.00576332114307454,0.1942591911493726,Medium,-2.847692125712542,-1.2899704133602752,-1.1935075930882832,-3.7532131543907,Bear
2021-06-06,104.73931114717703,-0.022807539660773868,0.20737294150610253,Medium,-4.966526505661717,-3.5638105346131765,-4.58798295701296,-4.035534954307741,Bear
2021-06-07,104.15322326416599,-0.005595682047092043,0.19822397195273708,Medium,-5.409370141122006,-4.104970259870033,-4.707056462518954,-5.2524022115709945,Bear
2021-06-08,103.71757837567506,-0.004182730738788498,0.1953740827174703,Medium,-5.7126784450069135,-4.508906761952092,-3.6435177746622527,-6.494511118655366,Bear
2021-06-09,103.41055077363241,-0.002960227252226888,0.19065495475033592,Medium,-5.890173319222858,-4.803775982212954,-2.929307518232993,-7.7026653812488854,Bear
2021-06-10,103.26634084010539,-0.0013945379117330514,0.18457197937393968,Medium,-5.885306258873002,-4.949312053789168,-2.4401402755755197,-7.707532464500632,Bear
2021-06-11,103.63451747765276,0.003565311160947049,0.18617511250121688,Medium,-5.389432938886085,-4.6251523008526085,-1.5520934031532763,-5.820560845515354,Bear
2021-06-12,102.75129041590681,-0.008522518203806118,0.18114345752923644,Medium,-5.985151742426109,-5.443501612484248,-3.848462303793976,-5.116366066249545,Bear
2021-06-13,100.01321097360183,-0.026647640445409904,0.19402508108899877,Medium,-8.246281856553894,-7.946878024893289,-8.309168094704656,-6.0468090249508055,Bear
2021-06-14,99.52782301257255,-0.004853238450242214,0.1880023597454049,Medium,-8.469947161217807,-8.368441854404418,-7.6781114680836815,-6.995620881788245,Bear
2021-06-15,98.10156811195607,-0.014330212974077772,0.18920675504123802,Medium,-9.565969247510509,-9.65316775486702,-8.473607801608797,-9.565982242176363,Bear
2021-06-16,99.52609824143778,0.014520972058835957,0.19021436864424837,Medium,-8.067141736550354,-8.322292244279893,-4.977322123508888,-9.336946389779621,Bear
2021-06-17,99.73074540013667,0.0020562160309192112,0.18267441569170598,Medium,-7.666425343898053,-8.125957452966603,-4.246126740420209,-8.753315619797474,Bear
2021-06-18,99.34807248845739,-0.003837060578900986,0.18268825623025126,Medium,-7.783871462391945,-8.468516988161923,-4.2128884569507585,-7.702908891857307,Bear
2021-06-19,98.246739045499,-0.011085604535370774,0.18020242087296304,Medium,-8.560796554856353,-9.46747684821948,-4.993505681482235,-7.77653806236418,Bear
2021-06-20,95.50576957532566,-0.02789883406617666,0.1971324814429074,Medium,-10.851654103523545,-11.96395755883809,-7.515102405725759,-9.771863640748435,Bear
2021-06-21,93.93224972052002,-0.016475652327628265,0.20101152134392053,Medium,-12.077485339776917,-13.374180612825503,-9.362004082495867,-10.768790437881792,Bear
2021-06-22,95.35397400902342,0.01513563544718144,0.21346010744699412,Medium,-10.523026172954687,-12.024103468788262,-7.199244288749318,-10.770646389932725,Bear
2021-06-23,96.20780082740258,0.008954286669776046,0.20721204961943446,Medium,-9.493674707089983,-11.207192595485605,-3.804907480876374,-11.797919417147028,Bear
2021-06-24,98.6295879032929,0.025172460601557978,0.21461504989326768,Medium,-6.996053083485576,-8.963130807549513,-0.9024964900178567,-8.511313271602427,Bear
2021-06-25,97.67982729125146,-0.009629570925234865,0.21390078852957106,Medium,-7.612682792157344,-9.829967161980624,-0.42990222156623625,-8.867081794989106,Bear
2021-06-26,97.12149740435028,-0.005715918039416734,0.21389760044627137,Medium,-7.844891176545776,-10.33019615613091,-2.416050543099002,-7.273118048411065,Bear
2021-06-27,96.94334788008767,-0.001834295485796611,0.20348426049817095,Medium,-7.743676756175133,-10.474259068395742,-2.794922978731873,-6.922373747178002,Bear
2021-06-28,92.98102039736514,-0.04087260827451156,0.24107103390135817,High,-11.198482575188251,-14.09357746796578,-6.408833036828165,-10.351724506545136,Bear
2021-06-29,92.38517976014104,-0.006408196368223429,0.24106691418424686,High,-11.453774084129154,-14.599220982599592,-5.966161668371928,-10.661746727977594,Bear
2021-06-30,94.53780701963564,0.023300569042387975,0.26075411427246414,High,-9.11188457389337,-12.582433148068228,-1.0135121260151592,-8.452448057576433,Bear
2021-07-01,95.79506136949199,0.01329895826328209,0.2675773015053074,High,-7.616758148654612,-11.410691657092343,1.9831438664723366,-7.564522225764437,Bear
2021-07-02,96.53761278661511,0.007751458232893915,0.2693440669994191,High,-6.6078656727241665,-10.725062253428874,1.2413103804983283,-6.047298874924656,Bear
2021-07-03,94.68200369182625,-0.01922161778425646,0.274491646552157,High,-8.09333364330831,-12.433572775949663,-1.5859391052016836,-5.330503070422099,Bear
2021-07-04,92.97467617735023,-0.018032228384531,0.266952716997865,High,-9.421788615692162,-13.990525545826893,-5.733484085411932,-6.584236082803208,Bear
2021-07-05,91.63808374229481,-0.01437587620639691,0.26966015983682223,High,-10.379480325966462,-15.187393401315708,-6.185252079676607,-6.58856376514284,Bear
2021-07-06,93.32082366458094,0.018362888589184667,0.2772300070208128,High,-8.450449154376328,-13.59085594797007,-3.9133187207213482,-6.234821505615162,Bear
2021-07-07,95.11125751010098,0.01918579128657627,0.28122368358817545,High,-6.421975396985447,-11.905106590486136,-1.8898567153394108,-4.631959654469153,Bear
2021-07-08,97.00074524771887,0.01986607881214497,0.2910620814374927,High,-4.30080338059261,-10.141277339540899,4.323167064821365,-2.362730531094348,Bear
2021-07-09,96.82789429527251,-0.0017819548912220151,0.2909109378090001,High,-4.183720423157666,-10.295301363180409,4.808903924488828,-1.4441647264947899,Bear
2021-07-10,95.09603836688898,-0.01788591955849328,0.2947911318133953,High,-5.583664957770729,-11.884790385283406,0.5904847646163391,-0.42901199609047813,Bear
2021-07-11,92.77506008878787,-0.0244066768496346,0.2910583364671276,High,-7.5711900177587665,-14.006066965158748,-3.152564691258608,-1.2319407180975461,Bear
2021-07-12,92.09086587280703,-0.0073747644606864116,0.28672289495538955,High,-7.955701232059664,-14.600568782865508,-4.6062325195849745,-3.4220997815021303,Bear
2021-07-13,91.90398004423821,-0.002029363355394387,0.2808175939968032,High,-7.874615779598559,-14.734793028398062,-2.9340566731456574,-4.473463426199142,Bear
2021-07-14,93.74265719632473,0.020006501907767982,0.2885565612976602,High,-5.780821259100133,-12.9983860006903,0.8260109640065405,-4.954832328570458,Bear
2021-07-15,97.71688058326897,0.04239503664400135,0.3133958280811626,High,-1.5734708448482349,-9.295482946396117,6.633483146667496,0.03793341270663664,Sideways
2021-07-16,99.07540173908474,0.013902625091046561,0.31512570214582597,High,0.010501209004165624,-8.030219396343286,6.166445867631043,2.0118144663685333,Sideways
2021-07-17,97.53277207527958,-0.01557025898181752,0.3195361197776522,High,-1.312280988527037,-9.44792389956859,2.545981021144028,0.6080089125052535,Sideways
2021-07-18,97.16776981580885,-0.003742355022873789,0.3197720569544493,High,-1.4728131114768783,-9.761356796568265,0.1721889534595178,4.502800034406107,Recovery
2021-07-19,95.52701863190283,-0.016885755297422422,0.290291379739327,High,-2.919872920391464,-11.247989603143916,-1.3434926710300221,3.4008039816764146,Recovery
2021-07-20,93.39896974001893,-0.022276931933613242,0.30071831859752435,High,-4.841719224201457,-13.177418040803158,-1.7845839385260298,-1.204636870178477,Recovery
2021-07-21,93.68463731425193,0.003058573076642812,0.2895076216211298,High,-4.324840148004294,-12.869065606979413,0.9804113568814499,-2.2030614366432943,Recovery
2021-07-22,92.93576878931512,-0.007993504019499387,0.28630787927109186,High,-4.818847232758872,-13.526265157696093,0.9174665787973435,-3.7310265846965174,Recovery
2021-07-23,92.83300853451837,-0.0011057126457920674,0.2844221849531268,High,-4.60669741582157,-13.588909799897698,1.010868615083882,-1.9528475161193715,Bear
2021-07-24,91.70621585065805,-0.012137845165724026,0.2799501398128358,High,-5.45174387900752,-14.598663342186736,-2.1723742494324294,-1.3643073349054458,Bear
2021-07-25,91.91283727530923,0.002253079823810955,0.27348437286995025,High,-4.939385849607037,-14.359496225425772,-5.939652671386552,0.29982461635391644,Sideways
2021-07-26,91.15638391970386,-0.008230116467186743,0.27033953497015867,High,-5.456113241553773,-15.003384351726623,-7.992920220738176,-2.3193534517618963,Bear
2021-07-27,91.21556860505174,0.0006492653920981972,0.261917986336572,High,-5.140155004927305,-14.882201159023944,-6.477005970210681,-4.095928291806583,Bear
2021-07-28,93.70503141115746,0.027292082307623255,0.2711169212498241,High,-2.347870346269443,-12.498056704458737,-3.5636697345378554,-3.3976170266989847,Bear
2021-07-29,92.56906467245972,-0.012122793425182965,0.26326573170363715,High,-3.3132104256227812,-13.502978080708095,-3.096457946459197,-4.398349931917012,Bear
2021-07-30,93.17249381788734,0.006518691180069203,0.26495481502311935,High,-2.4773056968330986,-12.886399696220119,-0.24248224874642288,-2.022738888007536,Bear
2021-07-31,92.94345880808712,-0.0024581826718934607,0.25838775725769925,High,-2.4988223385743358,-13.044371621366047,-0.7911419923403606,0.18151291859911378,Sideways
2021-08-01,89.39398634107353,-0.038189588729882096,0.2778235936189805,High,-5.95880527465682,-16.28379379209791,-3.811000322460123,-2.9284983979392054,Bear
2021-08-02,89.60307089954256,0.0023389107816635946,0.2773261359473059,High,-5.531941352118597,-16.003061087538516,-3.4792986740000087,-2.5036011972366157,Bear
2021-08-03,90.32815734369677,0.00809220528799881,0.27913617392338613,High,-4.5823922921739975,-15.241119700058858,-1.5026882247604956,-3.6424184621489775,Bear
2021-08-04,91.34401791032947,0.011246333330673153,0.2725288843832586,High,-3.371341244538484,-14.21450915541863,-0.6188682471807039,-6.521762294191225,Bear
2021-08-05,93.59084572496835,0.024597427024116048,0.24200908003437016,High,-0.8700447570213155,-12.05182603126832,2.670643240312076,-5.5357393640047885,Bear
2021-08-06,96.57269152667746,0.03186044295904478,0.26383343544617727,High,2.3567554007469793,-9.2140584361619,5.873035714792474,-0.984367129297925,Bear
2021-08-07,95.64538851998356,-0.009602124493317543,0.26049398555052733,High,1.4535429677842604,-10.046830552203389,2.070707495216806,-1.5667554156189034,Bear
2021-08-08,94.1417305323434,-0.015721176011805227,0.26545559958050235,High,-0.0543876232816598,-11.40897739961072,1.698910824526867,-1.450153181161662,Bear
2021-08-09,92.47337141615272,-0.017721780837856027,0.2660862627959178,High,-1.7623496459503452,-12.913159763639825,-0.7503527844828439,-0.9910155609239246,Bear
2021-08-10,91.82677727994528,-0.006992219774248354,0.25606393178387227,High,-2.405590692808679,-13.446607847796955,-1.2014632793552527,-1.9830999911700786,Bear
2021-08-11,94.28889715171408,0.0268126568818019,0.2730938396116456,High,0.23386714871738157,-11.059921878496882,5.475660065056864,1.4559823198606159,Sideways
2021-08-12,94.82299122626247,0.005664442905605416,0.2718707046986139,High,0.8313233814806642,-10.500576199549528,5.825604272617135,2.1436154264074636,Sideways
2021-08-13,95.23893922838495,0.004386573306150554,0.2719756397818948,High,1.3467083344015807,-10.060692107545254,5.43660141986817,3.8522180257441585,Recovery
2021-08-14,93.5662972155155,-0.017562585497287175,0.27598719178234216,High,-0.3459580723987554,-11.58338869088561,2.4328679162850086,1.7989434220745615,Recovery
2021-08-15,92.31994250924562,-0.013320551773028932,0.2804051875920824,High,-1.57273426647222,-12.696602710348904,-1.3579353898109603,1.27644224080532,Recovery
2021-08-16,91.56262693424142,-0.008203163416488857,0.28039480043054754,High,-2.268017857664706,-13.333859062688457,-5.18786886151148,0.38048146220781565,Recovery
2021-08-17,93.05581484545831,0.01630783171270611,0.2857929040738348,High,-0.6758070292254392,-11.841255926577121,-2.707473632128321,-0.6928299963430251,Recovery
2021-08-18,94.00873176290843,0.010240272668963879,0.27187202083073975,High,0.3065352117914477,-10.867748944993249,-0.14127504209122677,1.5552356454531902,Recovery
2021-08-19,95.23017339957157,0.012992853044158093,0.27133973126283745,High,1.5947926693918868,-9.654793903385173,2.981184681817828,2.2084624950643894,Recovery
2021-08-20,94.50206863433434,-0.00764573600199403,0.2724661746616571,High,0.8458472330932443,-10.288606000581025,2.9134109174202116,1.6769440757154142,Recovery
2021-08-21,92.89413768244111,-0.017014769889481918,0.27925145043888544,High,-0.7928770822417608,-11.750550555594941,-1.4792404104894241,3.9154214781440766,Recovery
2021-08-22,91.52375856637902,-0.014752051639111419,0.2488880326142779,High,-2.190405754874236,-12.973230729100372,-3.4793594013618256,2.1435511613098868,Recovery
2021-08-23,91.2122916032547,-0.0034031268820589045,0.24936247424788302,High,-2.486532356985116,-13.18613782383441,-4.227942538791063,0.9788024969819897,Recovery
2021-08-24,90.5769119230564,-0.006965943613849834,0.24939533195955846,High,-3.1438293915466597,-13.704935001823582,-3.194938114921353,-0.8397988229794318,Recovery
2021-08-25,93.02125324981793,0.026986361920110058,0.26369219077867634,High,-0.5236605033826391,-11.302256782519526,0.7596524884123212,-0.6085984913783649,Recovery
2021-08-26,95.9701089320819,0.03170088102709734,0.27269702281236624,High,2.610978483729065,-8.434093227294682,4.813625542882094,-0.6239678992783437,Recovery
2021-08-27,96.75069715425848,0.008133659853704955,0.250734750284715,High,3.4511128262629365,-7.641393131561058,3.970608730831504,1.1556319142809413,Recovery
2021-08-28,97.57328313987163,0.008502119465884972,0.24965270246606625,High,4.314038673028042,-6.807815007405749,3.7917237155725703,3.645091914206189,Recovery
2021-08-29,95.0106020422687,-0.026264167968288232,0.2609997885857826,High,1.5761728051589596,-9.192582964697083,-0.2305691037457036,2.743741887270268,Recovery
2021-08-30,92.63016337541053,-0.025054453036716384,0.2685988546629251,High,-0.9656943732618051,-11.389632568930441,-1.9808087653265471,0.8748930532714194,Recovery
2021-08-31,91.19113014558147,-0.015535255227791867,0.2730807503302061,High,-2.4854569503847013,-12.680994287383617,-1.833277728118199,-3.285399553616797,Recovery
2021-09-01,94.22085417700285,0.03322388950092625,0.28183152222175906,High,0.704455754864064,-9.707992344652316,2.9468802995756826,-0.6350116585363108,Recovery
2021-09-02,96.40449213740523,0.02317573937825057,0.29250229629401236,High,2.9797604244589326,-7.55711694728467,5.692435134438889,1.2238197091058112,Bull
2021-09-03,96.70867217586583,0.003155247558662033,0.2923510227556333,High,3.3269431331045984,-7.215263531845029,6.769672450324049,3.358447490031957,Bull
2021-09-04,95.87305552935662,-0.00864055547148479,0.28683703822850726,High,2.5042846148724207,-7.96484854384043,3.0657534487090743,3.848695009483105,Bull
2021-09-05,93.02719763866526,-0.02968360479363208,0.30252853566227267,High,-0.44249416791278806,-10.624201797631361,-3.066487395048534,1.5995289273162294,Recovery
2021-09-06,94.25827686996868,0.013233540970299495,0.3038370654860608,High,0.9378628765800201,-9.365315703345212,-2.576126433813597,1.2921943959196325,Recovery
2021-09-07,94.74463337340832,0.00515982807653681,0.2994399680934093,High,1.4756887456832235,-8.822718020004938,-2.899000295407128,0.7828013384499677,Recovery
2021-09-08,96.39003438317104,0.017366693512632647,0.303197111508584,High,3.1718824185340555,-7.171493156564168,1.4518720134923946,1.217955341457655,Recovery
2021-09-09,98.60738898700431,0.02300398187450381,0.3099428445878561,High,5.434137747777923,-4.984168902092012,6.4527853495943255,4.344159246455304,Recovery
2021-09-10,99.41709387400455,0.008211401755166214,0.3086918355524502,High,6.15277127046554,-4.157476615045308,9.020574386226809,7.021924476937591,Bull
2021-09-11,98.52174253467662,-0.009006009977143847,0.30348351987275146,High,5.069117123948486,-4.968213680491873,4.564688354017821,7.646084555435095,Bull
2021-09-12,96.06057214720772,-0.024980987182627645,0.31293482709619863,High,2.3493303245892605,-7.268551078975749,-0.35674685128501693,5.315380700050332,Bull
2021-09-13,95.38378913109777,-0.007045377733882474,0.3140516274705567,High,1.5531282162759563,-7.834867945692558,-1.3699733591200025,5.30695638213492,Bull
2021-09-14,97.41234171184487,0.0212672677320358,0.31872953730615383,High,3.5749118282564885,-5.79344026153692,1.6055461818643257,4.720521718014514,Bull
2021-09-15,100.13478175401913,0.027947588512218458,0.3196319444183601,High,6.268022989122346,-3.0924037937582693,7.640329167993465,4.3395520420681954,Bull
2021-09-16,103.0583866081191,0.029196696721043303,0.3169752959796937,High,9.154000316435983,-0.21360851704074202,9.336166573775117,6.519528684949627,Bull
2021-09-17,103.00202144632728,-0.0005469245507029319,0.31683339922582265,High,8.853733760568305,-0.2205700292160051,8.715415088868284,5.563754884288907,Bull
2021-09-18,101.08211294912202,-0.018639522508844042,0.324931101565716,High,6.646461067229459,-2.0243787015059356,4.867804639739992,6.390350946468271,Bull
2021-09-19,99.23690693356978,-0.018254525570522984,0.3172833833255575,High,4.560826069048551,-3.740274110042241,0.6384084935546097,7.13238897289159,Bull
2021-09-20,98.19667526651517,-0.01048230642407022,0.3052620155634531,High,3.273216858076222,-4.662984777530543,-1.2275742127767941,7.682265928440346,Bull
2021-09-21,99.46675087219299,0.012933998042507167,0.2994044937478896,High,4.392367312653911,-3.349658772982933,0.959187599817124,5.567659878496989,Bull
2021-09-22,99.67551700201075,0.0020988534157109218,0.2803441530198419,High,4.406620724001109,-3.074417453560785,3.763193133248599,3.393021208952929,Bull
2021-09-23,102.44810313186501,0.027816119878247836,0.2850091138387246,High,7.061757717534078,-0.3295081002800293,7.406199800951363,5.93476347763513,Bull
2021-09-24,102.71304102751017,0.0025860693126171785,0.2850133591270291,High,7.134364360857215,-0.029614792711118998,5.441506920493988,7.134419008956194,Bull
2021-09-25,101.3056773933069,-0.013701898221729625,0.2881458291002877,High,5.562194024256484,-1.3475522073682966,1.169319609807573,8.898988645016237,Bull
2021-09-26,98.80570858777773,-0.02467747978055901,0.28148307812198115,High,2.8894199652065966,-3.709283194240165,-4.126474477533037,4.8244375653952565,Bull
2021-09-27,96.48845743087819,-0.023452604004564503,0.2931617757667093,High,0.4273119201061659,-5.878229820559899,-6.323724451216917,1.8405518026515466,Bull
2021-09-28,97.49200174007147,0.010400666938967351,0.2945951912764104,High,1.3659259400549129,-4.808492964237887,-3.551678041057149,1.1432378502116425,Bull
2021-09-29,99.11859368923633,0.016684363026021387,0.2941420297782342,High,2.90112158625222,-3.1430294845754325,-0.11922302698597065,0.5184243366380903,Bull
2021-09-30,99.76337400127295,0.006505139833381524,0.28432826579075254,High,3.452915080222163,-2.449498331724631,1.5954702442884328,0.3483104502202128,Bull
2021-10-01,99.24110172598103,-0.005235110385152564,0.2836716463779948,High,2.8171162209104317,-2.899549688550651,-0.2268588691530793,0.7301527285220377,Bull
2021-10-02,97.93733316436723,-0.01313738500418593,0.2856904860766678,High,1.4096674634155981,-4.106447356886189,-1.7438423094494282,1.9537266697552846,Bull
2021-10-03,97.37148403606514,-0.0057776652683857455,0.2720624770376754,High,0.7443678052702074,-4.58197318758482,-4.9553080443720425,2.0838917420605174,Bull
2021-10-04,96.12909186421143,-0.012759302008722995,0.2748404778436873,High,-0.619393706608562,-5.71248674382554,-6.4100420914763205,-1.3173380549965863,Sideways
2021-10-05,95.52250349356557,-0.006310143567180626,0.26502872602294664,High,-1.3272892089775445,-6.216327319354697,-5.70863751030346,-4.606070118356698,Correction
2021-10-06,96.94290878478705,0.014869849923030642,0.2506360736167521,High,0.059605620945690774,-4.743126305282919,-1.8853159697101773,-5.933993364932277,Correction
2021-10-07,98.34943939670315,0.014508855052395742,0.23253785258373091,Medium,1.4204779014165059,-3.2946461868396115,1.9287094180753472,-4.516981302205336,Correction
2021-10-08,97.01981263702467,-0.013519413713333761,0.2357503689747469,High,0.01241747574767249,-4.534445910351548,-0.4843362477116142,-4.0188122246138995,Correction
2021-10-09,95.92735399068115,-0.011260160338905978,0.23081389198938368,Medium,-1.1427875471870519,-5.537229965537394,-3.2196176113642005,-3.3350021127765306,Correction
2021-10-10,94.07275042533101,-0.019333417301704237,0.23177657396841686,Medium,-3.0775798864352,-7.277845725397047,-5.704121009248675,-4.199658318361021,Correction
2021-10-11,93.44764259753917,-0.006644940484524353,0.2304764508028367,Medium,-3.75977635587994,-7.800614114923576,-5.837761801998564,-6.051377190743768,Correction
2021-10-12,94.98781277284587,0.0164816375511998,0.2337274973487408,High,-2.249597398367098,-6.191275779578065,-3.0116405013512204,-4.702964549529565,Correction
2021-10-13,97.257389498946,0.023893346523596648,0.25025649155348245,High,-0.05143783300366467,-3.871757014995847,-0.11717448722141643,-5.06667617480222,Correction
2021-10-14,98.69344860469434,0.014765552655142011,0.23490122061276433,High,1.306252086180626,-2.3901593707052915,2.6676177739255236,-3.91341973969912,Correction
2021-10-15,98.46742500537998,-0.002290158085565208,0.2343942557260193,High,1.022451960172921,-2.554572736453742,3.0829609820818726,-2.8016715952727367,Correction
2021-10-16,98.89848010318303,0.004377641618834804,0.23127487070144698,Medium,1.4199959843556043,-2.06974480722083,2.017240191066838,0.0938928698870578,Correction
2021-10-17,97.23223002455174,-0.01684808580367314,0.22262217154261957,Medium,-0.28176154721167856,-3.648458209418959,-1.1359590649470008,0.77084100365723,Correction
2021-10-18,96.19508354899801,-0.010666694318250625,0.210194890012351,Medium,-1.3693881379567507,-4.593484646190937,-0.8500625445569288,-1.3302816312370291,Correction
2021-10-19,96.60657383151937,0.004277664380963442,0.20740648021983965,Medium,-1.0281828392980419,-4.104325554193766,0.7080564745945095,-2.5343578477241446,Correction
2021-10-20,98.31776548935358,0.017712993950272038,0.20849888658454283,Medium,0.5780379232276589,-2.337771303244096,4.512481079621455,-1.4490373109282806,Correction
2021-10-21,99.84554285285732,0.015539179067990405,0.2144792964918607,Medium,2.023529443524108,-0.7697132500241621,6.846507924092493,0.60906329773045,Correction
2021-10-22,99.97167051676182,0.0012632277846431617,0.2136122602596843,Medium,2.077993722151561,-0.5953953818995328,5.246839145390525,2.0771827112959773,Correction
2021-10-23,98.64900430445078,-0.013230410229958744,0.21368696566082354,Medium,0.6875632803244436,-1.8537354603169631,1.4308576578850873,1.3120065705401585,Correction
2021-10-24,96.94219662928279,-0.01730182364436683,0.22149226856379653,Medium,-1.0761050192101052,-3.4817236649076766,-1.7744358923214798,0.8458467143535708,Bull
2021-10-25,95.63163009608107,-0.013519051339567545,0.22205355462965168,Medium,-2.465305287909203,-4.703152409066014,-2.8799320274131013,0.11424177395313873,Bull
2021-10-26,95.7096130588708,0.0008154515688103547,0.22093357709466627,Medium,-2.4146599777196243,-4.54058739722184,-3.224384278691861,-1.2721876632092455,Sideways
2021-10-27,97.37543030754904,0.01740491049372017,0.22321932011653203,Medium,-0.7694302033830369,-2.8064654243152964,0.14727655938893136,-0.9903555069849856,Correction
2021-10-28,98.86580949773575,0.015305495292596172,0.22387408798049274,Medium,0.6985315020598737,-1.2594566397378437,2.776364290361455,1.902700912871702,Bull
2021-10-29,100.02792734636247,0.011754496873394249,0.22125831605119703,Medium,1.8527185156760106,-0.04802117412811002,3.541532816193138,4.274665343192585,Bull
